Name,DefIndex,QualInt,Trade,Craft,PriceIndex,Currency,Value,Last_Update,Difference
A Brush with Death,30186.0,6,Tradable,Craftable,0,metal,5.0,1452896758.0,0.5
A Color Similar to Slate,5052.0,6,Tradable,Craftable,0,metal,7.0,1440546430.0,0.5
A Deep Commitment to Purple,5031.0,6,Tradable,Craftable,0,metal,8.0,1452282722.0,2.835
A Distinctive Lack of Hue,5040.0,6,Tradable,Craftable,0,keys,1.2,1454010649.0,-4.62375
A Distinctive Lack of Hue,5040.0,6,Tradable,Non-Craftable,0,metal,11.0,1453070238.0,-2.0
A Hat to Kill For,30753.0,6,Tradable,Craftable,0,metal,6.0,1453625734.0,-0.33
A Hat to Kill For,30753.0,11,Tradable,Craftable,0,metal,14.0,1453940329.0,14.5
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,91,keys,46.0,1449066881.0,940.5
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,92,keys,31.0,1448173874.0,594.0
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,93,keys,29.0,1447913871.0,544.0
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,94,keys,25.0,1448173855.0,486.0
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,95,keys,25.0,1448173841.0,450.0
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,96,keys,18.0,1453761983.0,62.79
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,97,keys,21.0,1448072331.0,416.5
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,98,keys,17.0,1448130161.0,360.0
A Head Full of Hot Air,30662.0,5,Tradable,Craftable,99,keys,80.0,1449126362.0,1900.0
A Head Full of Hot Air,30662.0,6,Tradable,Craftable,0,metal,1.44,1447781445.0,0.11
A Head Full of Hot Air,30662.0,11,Tradable,Craftable,0,metal,3.77,1451893796.0,-0.23
A Mann's Mint,5076.0,6,Tradable,Craftable,0,keys,1.0,1450216068.0,4.78
A Random Duck Token Gift,5780.0,6,Tradable,Non-Craftable,0,keys,1.6,1454032265.0,-3.699
A Random End of the Line Key Gift,5777.0,6,Tradable,Non-Craftable,0,keys,1.0,1419626119.0,-0.42075
A Random Robo Community Crate Key Gift,5638.0,6,Tradable,Non-Craftable,0,keys,1.0,1393550921.0,-0.529125
A Random Summer Cooler Key Gift,5659.0,6,Tradable,Non-Craftable,0,keys,1.0,1378858457.0,-0.35
A Rather Festive Tree,341.0,5,Tradable,Craftable,10,keys,55.0,1445980158.0,-56.385
A Rather Festive Tree,341.0,5,Tradable,Craftable,11,keys,21.0,1435842513.0,-95.275
A Rather Festive Tree,341.0,5,Tradable,Craftable,12,keys,16.0,1413933108.0,-37.2328125
A Rather Festive Tree,341.0,5,Tradable,Craftable,13,keys,130.0,1439447170.0,144.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,14,keys,125.0,1445836162.0,225.54
A Rather Festive Tree,341.0,5,Tradable,Craftable,15,keys,35.0,1442502633.0,-48.165
A Rather Festive Tree,341.0,5,Tradable,Craftable,16,keys,40.0,1448361494.0,-130.62
A Rather Festive Tree,341.0,5,Tradable,Craftable,17,keys,83.0,1452399843.0,-104.97
A Rather Festive Tree,341.0,5,Tradable,Craftable,18,keys,23.0,1449292489.0,-47.5
A Rather Festive Tree,341.0,5,Tradable,Craftable,19,keys,45.0,1446616610.0,-72.495
A Rather Festive Tree,341.0,5,Tradable,Craftable,29,keys,22.0,1450981590.0,-26.2425
A Rather Festive Tree,341.0,5,Tradable,Craftable,30,keys,40.0,1446675116.0,80.55
A Rather Festive Tree,341.0,5,Tradable,Craftable,31,keys,14.0,1449294371.0,-104.5
A Rather Festive Tree,341.0,5,Tradable,Craftable,32,keys,18.0,1450493999.0,-26.2425
A Rather Festive Tree,341.0,5,Tradable,Craftable,33,keys,20.0,1450400405.0,26.2425
A Rather Festive Tree,341.0,5,Tradable,Craftable,34,keys,18.0,1454121055.0,55.485
A Rather Festive Tree,341.0,5,Tradable,Craftable,35,keys,20.0,1439667519.0,-48.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,36,keys,16.0,1416523879.0,-24.8994375
A Rather Festive Tree,341.0,5,Tradable,Craftable,37,keys,67.0,1446762875.0,-120.065
A Rather Festive Tree,341.0,5,Tradable,Craftable,38,keys,120.0,1449423389.0,191.1
A Rather Festive Tree,341.0,5,Tradable,Craftable,39,keys,30.0,1449292942.0,-38.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,40,keys,31.0,1426044571.0,-9.2565
A Rather Festive Tree,341.0,5,Tradable,Craftable,43,keys,85.0,1419053757.0,204.772727273
A Rather Festive Tree,341.0,5,Tradable,Craftable,44,keys,100.0,1451887966.0,-647.315
A Rather Festive Tree,341.0,5,Tradable,Craftable,45,usd,649.77,1375636025.0,561.793
A Rather Festive Tree,341.0,5,Tradable,Craftable,46,keys,153.0,1401752526.0,-13.3943877551
A Rather Festive Tree,341.0,5,Tradable,Craftable,47,keys,79.0,1425084672.0,-315.864428571
A Rather Festive Tree,341.0,5,Tradable,Craftable,56,keys,22.0,1436215169.0,-179.4075
A Rather Festive Tree,341.0,5,Tradable,Craftable,57,keys,34.0,1447650500.0,-68.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,58,keys,25.0,1450802676.0,-43.7375
A Rather Festive Tree,341.0,5,Tradable,Craftable,59,keys,23.0,1436452318.0,-94.425
A Rather Festive Tree,341.0,5,Tradable,Craftable,6,keys,22.0,1423766468.0,-28.33125
A Rather Festive Tree,341.0,5,Tradable,Craftable,60,keys,16.0,1431406119.0,-122.395
A Rather Festive Tree,341.0,5,Tradable,Craftable,61,keys,25.0,1428174196.0,-664.9875
A Rather Festive Tree,341.0,5,Tradable,Craftable,62,keys,40.0,1439097289.0,-72.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,63,keys,55.0,1440103715.0,-120.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,65,keys,39.0,1448425791.0,-457.17
A Rather Festive Tree,341.0,5,Tradable,Craftable,67,keys,90.0,1402459658.0,793.5354375
A Rather Festive Tree,341.0,5,Tradable,Craftable,68,keys,52.0,1444540727.0,-176.605
A Rather Festive Tree,341.0,5,Tradable,Craftable,69,keys,70.0,1434472713.0,171.495
A Rather Festive Tree,341.0,5,Tradable,Craftable,7,keys,24.0,1442082435.0,48.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,70,keys,85.0,1440343886.0,-112.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,71,keys,90.0,1434448204.0,171.495
A Rather Festive Tree,341.0,5,Tradable,Craftable,73,keys,175.0,1446512272.0,-112.77
A Rather Festive Tree,341.0,5,Tradable,Craftable,75,usd,217.11,1384832245.0,0.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,78,keys,75.0,1423246411.0,-18.8875
A Rather Festive Tree,341.0,5,Tradable,Craftable,79,keys,75.0,1443732178.0,280.9625
A Rather Festive Tree,341.0,5,Tradable,Craftable,8,keys,48.0,1421187499.0,-49.36875
A Rather Festive Tree,341.0,5,Tradable,Craftable,81,keys,133.0,1421127817.0,1861.201875
A Rather Festive Tree,341.0,5,Tradable,Craftable,83,keys,80.0,1418974322.0,1146.25
A Rather Festive Tree,341.0,5,Tradable,Craftable,85,keys,68.0,1447688206.0,1156.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,86,keys,68.0,1441253678.0,-32.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,87,keys,122.0,1427764322.0,2325.6
A Rather Festive Tree,341.0,5,Tradable,Craftable,88,keys,55.0,1445106870.0,160.55
A Rather Festive Tree,341.0,5,Tradable,Craftable,9,keys,44.0,1442623787.0,0.0
A Rather Festive Tree,341.0,5,Tradable,Craftable,90,keys,62.0,1431609884.0,1167.46
A Rather Festive Tree,341.0,6,Tradable,Craftable,0,metal,3.0,1451845219.0,-0.165
A Rather Festive Tree,341.0,6,Tradable,Non-Craftable,0,metal,2.0,1452823717.0,0.33
A Well Wrapped Hat,30746.0,6,Tradable,Craftable,0,metal,13.0,1453671837.0,-0.665
A Well Wrapped Hat,30746.0,11,Tradable,Craftable,0,keys,3.0,1454009432.0,-4.62375
A Whiff of the Old Brimstone,610.0,6,Tradable,Craftable,0,metal,1.66,1453512998.0,0.05
A Whiff of the Old Brimstone,610.0,6,Tradable,Non-Craftable,0,metal,2.0,1441606637.0,1.12
AWPer Hand,851.0,1,Tradable,Craftable,0,metal,12.0,1453023606.0,1.0
AWPer Hand,851.0,6,Tradable,Craftable,0,metal,2.55,1448780617.0,-0.055
AWPer Hand,851.0,11,Tradable,Craftable,0,keys,7.0,1447855756.0,-8.5
Abhorrent Appendages,30303.0,6,Tradable,Craftable,0,metal,8.0,1416840273.0,-3.385
Abhorrent Appendages,30303.0,13,Tradable,Craftable,0,keys,2.0,1444915312.0,-8.0275
Accursed Apparition,30206.0,6,Tradable,Craftable,0,metal,1.44,1427850885.0,0.11
Accursed Apparition,30206.0,13,Tradable,Craftable,0,metal,3.66,1445461494.0,0.33
After Dark,30133.0,6,Tradable,Craftable,0,metal,1.66,1453512081.0,0.17
After Eight,5077.0,6,Tradable,Craftable,0,keys,1.1,1444540200.0,2.40825
Aged Moustache Grey,5038.0,6,Tradable,Craftable,0,metal,6.0,1452394589.0,1.165
Air Raider,30163.0,6,Tradable,Craftable,0,metal,1.88,1451251171.0,-0.12
Air Strike,1104.0,6,Tradable,Craftable,0,metal,0.05,1415072318.0,-0.06
Air Strike,1104.0,6,Tradable,Non-Craftable,0,metal,0.11,1436478504.0,0.03
Air Strike,1104.0,11,Tradable,Craftable,0,metal,4.0,1446918861.0,-0.495
Air Strike,1104.0,11,Tradable,Non-Craftable,0,metal,4.0,1439390073.0,1.0
Air Strike,1104.0,14,Tradable,Craftable,0,keys,30.0,1438657883.0,478.2
Aladdin's Private Reserve,708.0,6,Tradable,Craftable,0,metal,1.44,1451303923.0,0.11
Aladdin's Private Reserve,708.0,6,Tradable,Non-Craftable,0,metal,1.44,1434749384.0,0.11
Ali Baba's Wee Booties,405.0,6,Tradable,Craftable,0,metal,0.05,1409000305.0,-0.06
Ali Baba's Wee Booties,405.0,6,Tradable,Non-Craftable,0,metal,0.11,1431728679.0,0.06
Ali Baba's Wee Booties,405.0,14,Tradable,Craftable,0,keys,9.0,1451713504.0,-17.495
Alien Cranium,30471.0,1,Tradable,Craftable,0,metal,7.0,1436631209.0,-0.77
Alien Cranium,30471.0,6,Tradable,Craftable,0,metal,3.0,1451304121.0,-0.495
Alien Swarm Parasite,189.0,3,Tradable,Craftable,0,keys,138.0,1373299696.0,-99.75
Alien Swarm Parasite,189.0,6,Tradable,Craftable,0,metal,1.0,1436469764.0,-0.165
All-Father,647.0,6,Tradable,Craftable,0,metal,10.55,1453512623.0,0.89
All-Father,647.0,6,Tradable,Non-Craftable,0,metal,9.0,1442934980.0,1.0
All-Father,647.0,11,Non-Tradable,Craftable,0,keys,3.0,1440760724.0,48.0
All-Father,647.0,11,Tradable,Craftable,0,keys,7.0,1452909931.0,17.495
All-Father,647.0,11,Tradable,Non-Craftable,0,keys,5.0,1452125733.0,6.998
Allbrero,30429.0,5,Tradable,Craftable,10,keys,199.0,1408805948.0,1508.38625
Allbrero,30429.0,5,Tradable,Craftable,12,keys,30.0,1429261465.0,0.0
Allbrero,30429.0,5,Tradable,Craftable,16,keys,65.0,1432171466.0,-332.5
Allbrero,30429.0,5,Tradable,Craftable,17,keys,175.0,1440825339.0,3400.0
Allbrero,30429.0,5,Tradable,Craftable,19,keys,110.0,1442083296.0,1840.0
Allbrero,30429.0,5,Tradable,Craftable,29,keys,27.0,1436657792.0,-106.65
Allbrero,30429.0,5,Tradable,Craftable,31,keys,14.0,1428535890.0,-280.0
Allbrero,30429.0,5,Tradable,Craftable,32,keys,49.0,1450455628.0,-463.6175
Allbrero,30429.0,5,Tradable,Craftable,33,keys,41.0,1449524965.0,-95.55
Allbrero,30429.0,5,Tradable,Craftable,34,keys,29.0,1416176229.0,338.03175
Allbrero,30429.0,5,Tradable,Craftable,35,keys,25.0,1449769304.0,-57.33
Allbrero,30429.0,5,Tradable,Craftable,44,keys,153.0,1421276216.0,2340.07875
Allbrero,30429.0,5,Tradable,Craftable,46,keys,140.0,1446306518.0,161.1
Allbrero,30429.0,5,Tradable,Craftable,47,keys,177.0,1424379054.0,2906.568
Allbrero,30429.0,5,Tradable,Craftable,56,keys,36.0,1445105617.0,-577.98
Allbrero,30429.0,5,Tradable,Craftable,58,keys,40.0,1420727053.0,28.633875
Allbrero,30429.0,5,Tradable,Craftable,59,keys,17.0,1442639969.0,-64.22
Allbrero,30429.0,5,Tradable,Craftable,6,keys,65.0,1434338078.0,1238.575
Allbrero,30429.0,5,Tradable,Craftable,60,keys,40.0,1449462472.0,764.4
Allbrero,30429.0,5,Tradable,Craftable,7,keys,51.0,1432181013.0,-893.0
Allbrero,30429.0,5,Tradable,Craftable,81,keys,130.0,1432694678.0,2470.0
Allbrero,30429.0,5,Tradable,Craftable,87,keys,40.0,1446308401.0,724.95
Allbrero,30429.0,5,Tradable,Craftable,88,keys,40.0,1449596233.0,-95.55
Allbrero,30429.0,6,Tradable,Craftable,0,metal,2.0,1436631348.0,-0.165
Alternative Medicine Mann,30224.0,6,Tradable,Craftable,0,keys,1.0,1426135588.0,16.83
Alternative Medicine Mann,30224.0,13,Tradable,Craftable,0,metal,1.66,1443224554.0,-0.34
Ambassador,61.0,3,Tradable,Craftable,0,metal,0.55,1452385766.0,0.055
Ambassador,61.0,6,Tradable,Craftable,0,metal,0.05,1414591469.0,-0.03
Ambassador,61.0,6,Tradable,Non-Craftable,0,metal,0.05,1439138293.0,-0.06
Ambassador,61.0,11,Tradable,Craftable,0,metal,8.0,1453742454.0,0.34
Ambassador,61.0,14,Tradable,Craftable,0,keys,4.5,1450942659.0,-1.7495
Amputator,304.0,3,Non-Tradable,Craftable,0,metal,8.0,1424427773.0,8.0
Amputator,304.0,3,Tradable,Craftable,0,metal,3.0,1425931613.0,0.45
Amputator,304.0,6,Tradable,Craftable,0,metal,0.05,1342322205.0,0.0
Amputator,304.0,6,Tradable,Non-Craftable,0,metal,0.05,1452807687.0,0.03
Amputator,304.0,11,Tradable,Craftable,0,metal,2.33,1427901045.0,0.165
Amputator,304.0,14,Tradable,Craftable,0,keys,2.0,1418421864.0,3.999
An Air of Debonair,5063.0,6,Tradable,Craftable,0,keys,1.0,1451645578.0,-2.186875
An Extraordinary Abundance of Tinge,5039.0,6,Tradable,Craftable,0,keys,1.8,1453316999.0,-3.499
An Extraordinary Abundance of Tinge,5039.0,6,Tradable,Non-Craftable,0,metal,10.0,1454163993.0,-1.0
Angel of Death,30312.0,6,Tradable,Craftable,0,metal,5.0,1434987676.0,-0.165
Anger,518.0,1,Tradable,Craftable,0,metal,10.33,1454113075.0,0.33
Anger,518.0,5,Tradable,Craftable,10,keys,109.0,1450942622.0,-104.97
Anger,518.0,5,Tradable,Craftable,11,keys,40.0,1430046542.0,-484.5
Anger,518.0,5,Tradable,Craftable,12,keys,143.0,1442503454.0,48.165
Anger,518.0,5,Tradable,Craftable,13,keys,290.0,1448753823.0,-186.6
Anger,518.0,5,Tradable,Craftable,14,keys,178.0,1447539142.0,-375.59
Anger,518.0,5,Tradable,Craftable,15,keys,60.0,1442935966.0,32.11
Anger,518.0,5,Tradable,Craftable,16,keys,75.0,1430047294.0,-51.0
Anger,518.0,5,Tradable,Craftable,17,keys,165.0,1439482242.0,-40.0
Anger,518.0,5,Tradable,Craftable,18,usd,108.31,1382368840.0,80.527
Anger,518.0,5,Tradable,Craftable,19,keys,105.0,1451985653.0,-87.475
Anger,518.0,5,Tradable,Craftable,29,keys,33.0,1437308926.0,-15.77
Anger,518.0,5,Tradable,Craftable,30,keys,24.0,1431452668.0,65.905
Anger,518.0,5,Tradable,Craftable,31,keys,18.0,1445260777.0,-80.275
Anger,518.0,5,Tradable,Craftable,32,keys,28.0,1437585718.0,-126.16
Anger,518.0,5,Tradable,Craftable,33,keys,24.0,1429251950.0,-35.77
Anger,518.0,5,Tradable,Craftable,34,keys,25.0,1444538787.0,-32.11
Anger,518.0,5,Tradable,Craftable,35,keys,25.0,1430773850.0,-249.6825
Anger,518.0,5,Tradable,Craftable,36,keys,30.0,1420813135.0,-94.5945
Anger,518.0,5,Tradable,Craftable,37,usd,270.65,1360993872.0,-100.758
Anger,518.0,5,Tradable,Craftable,38,keys,220.0,1429908326.0,-2532.915
Anger,518.0,5,Tradable,Craftable,39,keys,103.0,1402818153.0,-430.477473214
Anger,518.0,5,Tradable,Craftable,40,keys,57.0,1441913353.0,160.0
Anger,518.0,5,Tradable,Craftable,44,keys,147.0,1417196364.0,1763.251875
Anger,518.0,5,Tradable,Craftable,45,keys,252.0,1449985984.0,1242.15
Anger,518.0,5,Tradable,Craftable,46,keys,200.0,1437620890.0,-441.56
Anger,518.0,5,Tradable,Craftable,47,keys,130.0,1445185657.0,-256.88
Anger,518.0,5,Tradable,Craftable,56,keys,28.0,1440900070.0,-104.0
Anger,518.0,5,Tradable,Craftable,57,keys,30.0,1426980437.0,-53.49
Anger,518.0,5,Tradable,Craftable,58,keys,42.0,1442935952.0,-72.2475
Anger,518.0,5,Tradable,Craftable,59,keys,29.0,1438116074.0,-15.77
Anger,518.0,5,Tradable,Craftable,6,keys,36.0,1430061437.0,-467.5
Anger,518.0,5,Tradable,Craftable,60,keys,35.0,1438021311.0,-268.09
Anger,518.0,5,Tradable,Craftable,61,keys,26.0,1438022279.0,-134.045
Anger,518.0,5,Tradable,Craftable,62,keys,54.0,1438021321.0,-134.045
Anger,518.0,5,Tradable,Craftable,64,keys,134.0,1403019478.0,-142.037346939
Anger,518.0,5,Tradable,Craftable,65,keys,34.0,1430046390.0,-323.0
Anger,518.0,5,Tradable,Craftable,68,keys,60.0,1428168324.0,-1455.2625
Anger,518.0,5,Tradable,Craftable,69,keys,260.0,1423076096.0,-419.0
Anger,518.0,5,Tradable,Craftable,7,keys,48.0,1440344613.0,-16.0
Anger,518.0,5,Tradable,Craftable,70,keys,64.0,1429231767.0,-1359.26
Anger,518.0,5,Tradable,Craftable,71,keys,115.0,1446687515.0,-821.61
Anger,518.0,5,Tradable,Craftable,72,keys,100.0,1446870919.0,-467.19
Anger,518.0,5,Tradable,Craftable,73,keys,285.0,1407907848.0,2528.6625
Anger,518.0,5,Tradable,Craftable,74,keys,220.0,1440107285.0,3600.0
Anger,518.0,5,Tradable,Craftable,75,keys,119.0,1445185324.0,64.22
Anger,518.0,5,Tradable,Craftable,76,keys,250.0,1439591229.0,2240.0
Anger,518.0,5,Tradable,Craftable,79,keys,200.0,1445221938.0,3211.0
Anger,518.0,5,Tradable,Craftable,8,keys,120.0,1449007393.0,0.0
Anger,518.0,5,Tradable,Craftable,87,keys,121.0,1445030603.0,1982.7925
Anger,518.0,5,Tradable,Craftable,88,keys,40.0,1449199993.0,-19.0
Anger,518.0,5,Tradable,Craftable,89,keys,162.0,1425123278.0,2764.215
Anger,518.0,5,Tradable,Craftable,9,keys,75.0,1451717557.0,-8.7475
Anger,518.0,6,Tradable,Craftable,0,metal,5.0,1433624858.0,-0.165
Anger,518.0,6,Tradable,Non-Craftable,0,metal,4.33,1435639175.0,-0.335
Anger,518.0,11,Tradable,Craftable,0,keys,1.3,1432488919.0,1.9
Anger,518.0,11,Tradable,Non-Craftable,0,keys,1.2,1423943610.0,-3.066
Antarctic Parka,30331.0,6,Tradable,Craftable,0,metal,12.0,1448394498.0,0.335
Antarctic Parka,30331.0,14,Tradable,Craftable,0,keys,133.0,1408861266.0,982.205
Antarctic Researcher,30377.0,6,Tradable,Craftable,0,metal,5.33,1450937068.0,-0.275
Antarctic Researcher,30377.0,11,Tradable,Craftable,0,keys,3.0,1452909433.0,2.62425
Antlers,993.0,5,Tradable,Craftable,10,keys,1050.0,1449174809.0,-1653.0
Antlers,993.0,5,Tradable,Craftable,11,keys,200.0,1448174451.0,-486.0
Antlers,993.0,5,Tradable,Craftable,12,keys,140.0,1435679388.0,-314.4075
Antlers,993.0,5,Tradable,Craftable,13,keys,1865.0,1452870271.0,262.425
Antlers,993.0,5,Tradable,Craftable,15,keys,200.0,1438445394.0,3188.0
Antlers,993.0,5,Tradable,Craftable,16,keys,324.0,1425172449.0,387.96
Antlers,993.0,5,Tradable,Craftable,17,keys,1500.0,1447575536.0,24495.0
Antlers,993.0,5,Tradable,Craftable,18,keys,160.0,1442265933.0,-224.0
Antlers,993.0,5,Tradable,Craftable,19,keys,700.0,1442426489.0,2000.0
Antlers,993.0,5,Tradable,Craftable,29,keys,135.0,1452289778.0,524.85
Antlers,993.0,5,Tradable,Craftable,30,keys,144.0,1437406536.0,504.64
Antlers,993.0,5,Tradable,Craftable,31,keys,80.0,1431558661.0,696.71
Antlers,993.0,5,Tradable,Craftable,32,keys,120.0,1437834083.0,-1718.93
Antlers,993.0,5,Tradable,Craftable,33,keys,108.0,1441426438.0,-280.0
Antlers,993.0,5,Tradable,Craftable,34,keys,80.0,1432783263.0,-38.0
Antlers,993.0,5,Tradable,Craftable,35,keys,90.0,1431873887.0,-1007.0
Antlers,993.0,5,Tradable,Craftable,36,keys,106.0,1437632001.0,-157.7
Antlers,993.0,5,Tradable,Craftable,47,keys,800.0,1448445033.0,1866.0
Antlers,993.0,5,Tradable,Craftable,56,keys,115.0,1452280834.0,87.475
Antlers,993.0,5,Tradable,Craftable,57,keys,125.0,1449597003.0,28.665
Antlers,993.0,5,Tradable,Craftable,58,keys,150.0,1428172786.0,346.95
Antlers,993.0,5,Tradable,Craftable,59,keys,90.0,1442083408.0,160.0
Antlers,993.0,5,Tradable,Craftable,6,keys,144.0,1437457405.0,110.39
Antlers,993.0,5,Tradable,Craftable,60,keys,83.0,1450038080.0,19.11
Antlers,993.0,5,Tradable,Craftable,61,keys,110.0,1445399710.0,-104.3575
Antlers,993.0,5,Tradable,Craftable,62,keys,155.0,1442502794.0,337.155
Antlers,993.0,5,Tradable,Craftable,68,keys,225.0,1421697052.0,1519.62
Antlers,993.0,5,Tradable,Craftable,69,keys,950.0,1444066614.0,15252.25
Antlers,993.0,5,Tradable,Craftable,7,keys,240.0,1440606987.0,184.0
Antlers,993.0,5,Tradable,Craftable,70,keys,503.0,1413905131.0,2230.3125
Antlers,993.0,5,Tradable,Craftable,72,usd,1436.34,1375726389.0,0.0
Antlers,993.0,5,Tradable,Craftable,74,keys,770.0,1448883309.0,16815.0
Antlers,993.0,5,Tradable,Craftable,76,keys,780.0,1449657782.0,-1242.15
Antlers,993.0,5,Tradable,Craftable,77,keys,684.0,1424038867.0,2023.56
Antlers,993.0,5,Tradable,Craftable,78,keys,800.0,1446156720.0,3528.09
Antlers,993.0,5,Tradable,Craftable,8,keys,697.0,1415554209.0,630.23
Antlers,993.0,5,Tradable,Craftable,80,keys,600.0,1441758738.0,10400.0
Antlers,993.0,5,Tradable,Craftable,82,keys,410.0,1446745917.0,1466.01
Antlers,993.0,5,Tradable,Craftable,87,keys,530.0,1443731694.0,-216.7425
Antlers,993.0,5,Tradable,Craftable,88,keys,240.0,1447356050.0,3919.2
Antlers,993.0,5,Tradable,Craftable,90,keys,600.0,1425576397.0,9699.0
Antlers,993.0,6,Tradable,Craftable,0,metal,4.0,1434968571.0,-0.165
Ap-Sap,933.0,1,Tradable,Craftable,0,keys,2.2,1454264432.0,1.8495
Ap-Sap,933.0,6,Tradable,Non-Craftable,0,metal,15.0,1454098564.0,1.5
Aperture Labs Hard Hat,420.0,1,Tradable,Craftable,0,metal,6.0,1449943153.0,0.67
Apoco-Fists,587.0,1,Tradable,Craftable,0,metal,5.0,1451714238.0,-1.0
Apoco-Fists,587.0,6,Tradable,Craftable,0,metal,1.33,1446730969.0,-0.33
Apoco-Fists,587.0,11,Tradable,Craftable,0,metal,1.0,1449987802.0,-0.33
Apparatchik's Apparel,777.0,6,Tradable,Craftable,0,metal,1.88,1447246619.0,-0.12
Apparatchik's Apparel,777.0,6,Tradable,Non-Craftable,0,metal,2.0,1440185153.0,0.17
Apparition's Aspect,571.0,6,Tradable,Craftable,0,metal,6.33,1438782730.0,-0.33
Apparition's Aspect,571.0,6,Tradable,Non-Craftable,0,metal,7.0,1453885850.0,1.0
Apparition's Aspect,571.0,11,Tradable,Craftable,0,keys,1.3,1448457632.0,-3.732
Apparition's Aspect,571.0,11,Tradable,Non-Craftable,0,keys,1.1,1429050035.0,-3.766
Aqua Flops,990.0,6,Tradable,Craftable,0,metal,2.66,1451492126.0,-0.17
Aqua Summer 2013 Cooler,5650.0,6,Tradable,Craftable,66,metal,0.05,1426433111.0,0.04
Aqua Summer 2013 Cooler Key,5651.0,6,Tradable,Craftable,0,keys,1.0,1376240521.0,-0.35
Aqua Summer 2013 Cooler Key,5651.0,6,Tradable,Non-Craftable,0,keys,1.0,1399036849.0,-0.37475
Archers Groundings,30371.0,6,Tradable,Craftable,0,metal,1.66,1438921962.0,-0.22
Archers Groundings,30371.0,11,Tradable,Craftable,0,keys,2.0,1431529657.0,13.181
Archimedes,828.0,1,Tradable,Craftable,0,keys,2.6,1452062743.0,-3.499
Archimedes,828.0,6,Tradable,Craftable,0,metal,5.0,1435928180.0,-0.165
Archimedes,828.0,6,Tradable,Non-Craftable,0,metal,4.0,1433780553.0,1.0
Archimedes,828.0,11,Tradable,Craftable,0,keys,6.4,1450584225.0,-6.12325
Archimedes,828.0,11,Tradable,Non-Craftable,0,keys,7.0,1428056320.0,-19.0
Archimedes the Undying,30279.0,6,Tradable,Craftable,0,metal,8.33,1447160285.0,0.33
Archimedes the Undying,30279.0,13,Tradable,Craftable,0,metal,10.0,1443835128.0,3.0
Area 451,854.0,1,Tradable,Craftable,0,metal,5.0,1450633855.0,-0.66
Area 451,854.0,6,Tradable,Craftable,0,metal,4.33,1452524534.0,-0.33
Argyle Ace,30427.0,6,Tradable,Craftable,0,metal,1.66,1442274075.0,-0.17
Arkham Cowl,30720.0,1,Non-Tradable,Craftable,0,keys,2.0,1452804775.0,43.7375
Arkham Cowl,30720.0,6,Tradable,Craftable,0,keys,2.0,1453860180.0,-1.794
Armored Authority,445.0,5,Tradable,Craftable,10,keys,55.0,1451962731.0,-104.97
Armored Authority,445.0,5,Tradable,Craftable,11,keys,32.0,1442934570.0,0.0
Armored Authority,445.0,5,Tradable,Craftable,12,keys,14.0,1422242608.0,-38.724
Armored Authority,445.0,5,Tradable,Craftable,13,keys,170.0,1446737548.0,0.0
Armored Authority,445.0,5,Tradable,Craftable,14,keys,157.0,1404585661.0,112.21875
Armored Authority,445.0,5,Tradable,Craftable,15,keys,36.0,1447520367.0,-81.65
Armored Authority,445.0,5,Tradable,Craftable,16,keys,45.0,1448213520.0,-9.0
Armored Authority,445.0,5,Tradable,Craftable,17,keys,110.0,1447002986.0,-48.33
Armored Authority,445.0,5,Tradable,Craftable,18,keys,30.0,1407501272.0,29.317
Armored Authority,445.0,5,Tradable,Craftable,19,keys,84.0,1436930202.0,15.77
Armored Authority,445.0,5,Tradable,Craftable,29,keys,18.0,1429294410.0,-68.66
Armored Authority,445.0,5,Tradable,Craftable,30,keys,22.0,1421688259.0,-49.9875
Armored Authority,445.0,5,Tradable,Craftable,31,keys,13.0,1399150144.0,-7.495
Armored Authority,445.0,5,Tradable,Craftable,32,keys,23.0,1445222182.0,-40.1375
Armored Authority,445.0,5,Tradable,Craftable,33,keys,22.0,1407674980.0,-21.67425
Armored Authority,445.0,5,Tradable,Craftable,34,keys,13.0,1447309252.0,-16.33
Armored Authority,445.0,5,Tradable,Craftable,35,keys,13.0,1451716900.0,-113.7175
Armored Authority,445.0,5,Tradable,Craftable,36,keys,16.0,1447260398.0,0.0
Armored Authority,445.0,5,Tradable,Craftable,37,usd,152.5,1336415866.0,0.0
