,Name,DefIndex,QualInt,Trade,Craft,PriceIndex,Currency,Value,Last_Update,Difference
0,Dillinger's Duffel,781.0,6,Tradable,Non-Craftable,0,metal,2.0,1438113663.0,0.23
1,Dillinger's Duffel,781.0,6,Tradable,Craftable,0,metal,2.0,1379254675.0,0.17
2,Festive Shotgun,1141.0,11,Tradable,Craftable,0,keys,2.5,1449871311.0,-1.911
3,Festive Shotgun,1141.0,6,Tradable,Craftable,0,metal,2.0,1452798709.0,-0.5
4,Carbonado Botkiller Knife Mk.I,901.0,11,Tradable,Craftable,0,metal,3.66,1455594472.0,-0.34
5,Smock Surgeon,30365.0,11,Tradable,Craftable,0,keys,3.0,1454013870.0,-9.2475
6,Smock Surgeon,30365.0,6,Tradable,Craftable,0,metal,2.0,1428903572.0,0.17
7,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3012,keys,71.0,1453912314.0,1273.74
8,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3010,keys,45.0,1408035124.0,377.37325
9,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3011,keys,56.0,1417757547.0,708.96
10,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3005,keys,50.0,1443705964.0,80.275
11,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3004,keys,30.0,1440951981.0,-200.0
12,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3007,keys,15.0,1428772309.0,340.0
13,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3006,keys,50.0,1454008699.0,166.455
14,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3001,keys,28.0,1441416654.0,-64.0
15,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3003,keys,30.0,1431721244.0,123.5
16,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3009,keys,17.0,1440900172.0,0.0
17,Taunt: Results Are In,1109.0,5,Tradable,Craftable,3008,keys,19.0,1421955914.0,290.43
18,Taunt: Results Are In,1109.0,6,Tradable,Craftable,0,metal,1.33,1437963735.0,-0.165
19,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,28,metal,0.33,1432733171.0,0.11
20,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,29,metal,0.01,1337398191.0,0.0
21,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,49,metal,0.01,1351651569.0,-0.02
22,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,32,metal,0.05,1414946460.0,0.01
23,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,24,metal,0.33,1450459761.0,-0.22
24,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,25,metal,0.44,1426596107.0,-0.11
25,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,26,metal,0.01,1369245372.0,-0.01
26,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,27,metal,0.05,1448072597.0,-0.03
27,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,20,metal,1.66,1436541086.0,-0.34
28,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,21,metal,2.33,1432682690.0,-2.0
29,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,23,metal,0.44,1450459716.0,-0.055
30,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,47,metal,0.01,1348961274.0,-0.04
31,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,44,metal,0.01,1342032034.0,-0.04
32,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,45,metal,0.01,1342293861.0,-0.04
33,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,42,metal,0.22,1426635307.0,-0.275
34,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,43,metal,0.01,1337397920.0,0.0
35,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,41,metal,0.03,1417140716.0,-0.01
36,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,1,metal,12.0,1436541047.0,-2.0
37,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,3,metal,2.0,1428432459.0,0.225
38,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,2,metal,1.66,1421800755.0,1.33
39,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,5,metal,0.33,1423149182.0,0.165
40,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,4,metal,2.0,1428448774.0,0.225
41,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,7,metal,0.33,1425000642.0,0.055
42,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,9,metal,4.0,1453761571.0,2.84
43,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,8,metal,0.66,1428361641.0,-0.17
44,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,13,metal,7.0,1422475362.0,5.0
45,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,77,metal,0.01,1393170234.0,-0.01
46,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,76,metal,0.01,1393131580.0,-0.04
47,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,75,metal,0.01,1394199621.0,-0.02
48,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,12,metal,1.33,1425142855.0,1.0
49,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,71,metal,0.01,1379985714.0,-0.01
50,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,15,metal,2.0,1431472212.0,-0.83
51,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,11,metal,1.33,1425189209.0,1.0
52,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,10,metal,1.66,1423204003.0,1.44
53,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,39,metal,0.05,1363501019.0,0.02
54,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,38,metal,0.11,1428361664.0,-0.055
55,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,59,metal,0.01,1374537029.0,-0.07
56,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,14,metal,7.0,1428448771.0,1.0
57,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,17,metal,0.22,1439485340.0,-0.22
58,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,16,metal,0.22,1437927282.0,-0.275
59,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,19,metal,1.22,1432682701.0,-0.44
60,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,54,metal,0.01,1358097766.0,-0.01
61,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,31,metal,0.33,1405221855.0,-0.11
62,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,56,metal,0.01,1364109166.0,-0.04
63,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,37,metal,0.03,1447893711.0,0.03
64,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,34,metal,0.01,1439052928.0,-0.07
65,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,33,metal,0.33,1380167514.0,-0.165
66,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,55,metal,0.01,1357636490.0,-0.01
67,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,18,metal,0.22,1436374251.0,-0.11
68,Mann Co. Supply Crate,5022.0,6,Tradable,Craftable,57,metal,0.01,1364883229.0,-0.02
69,Strange Part: Low-Health Kills,6032.0,6,Tradable,Craftable,0,metal,9.0,1446418311.0,-1.0
70,Ap-Sap,933.0,1,Tradable,Craftable,0,keys,2.2,1454264432.0,1.8495
71,Ap-Sap,933.0,6,Tradable,Non-Craftable,0,metal,14.0,1455161838.0,-1.5
72,Prince Tavish's Crown,342.0,5,Tradable,Craftable,30,keys,18.0,1427952383.0,114.0
73,Prince Tavish's Crown,342.0,5,Tradable,Craftable,60,keys,29.0,1441943132.0,-32.0
74,Prince Tavish's Crown,342.0,5,Tradable,Craftable,61,keys,28.0,1422064233.0,-193.62
75,Prince Tavish's Crown,342.0,5,Tradable,Craftable,62,keys,20.0,1424572446.0,-5.68434188608e-14
76,Prince Tavish's Crown,342.0,5,Tradable,Craftable,63,keys,72.0,1406618016.0,-23.427
77,Prince Tavish's Crown,342.0,5,Tradable,Craftable,64,keys,83.0,1441902141.0,-496.0
78,Prince Tavish's Crown,342.0,5,Tradable,Craftable,65,usd,66.9,1382207894.0,-74.32
79,Prince Tavish's Crown,342.0,5,Tradable,Craftable,66,usd,240.64,1372517133.0,0.0
80,Prince Tavish's Crown,342.0,5,Tradable,Craftable,67,keys,21.0,1443724466.0,0.0
81,Prince Tavish's Crown,342.0,5,Tradable,Craftable,82,keys,54.0,1425083202.0,872.91
82,Prince Tavish's Crown,342.0,5,Tradable,Craftable,87,keys,47.0,1430209011.0,875.5
83,Prince Tavish's Crown,342.0,5,Tradable,Craftable,46,keys,135.0,1439300360.0,-240.0
84,Prince Tavish's Crown,342.0,5,Tradable,Craftable,47,keys,67.0,1434977759.0,-590.705
85,Prince Tavish's Crown,342.0,5,Tradable,Craftable,29,keys,14.0,1430265308.0,-170.0
86,Prince Tavish's Crown,342.0,5,Tradable,Craftable,40,keys,23.0,1439997739.0,-352.0
87,Prince Tavish's Crown,342.0,5,Tradable,Craftable,7,keys,20.0,1447601640.0,-97.98
88,Prince Tavish's Crown,342.0,5,Tradable,Craftable,6,keys,20.0,1430942339.0,-75.32
89,Prince Tavish's Crown,342.0,5,Tradable,Craftable,9,keys,51.0,1417401917.0,117.6
90,Prince Tavish's Crown,342.0,5,Tradable,Craftable,8,keys,49.0,1439178147.0,-24.0
91,Prince Tavish's Crown,342.0,5,Tradable,Craftable,68,keys,29.0,1439327292.0,112.0
92,Prince Tavish's Crown,342.0,5,Tradable,Craftable,13,keys,120.0,1454011581.0,240.435
93,Prince Tavish's Crown,342.0,5,Tradable,Craftable,77,keys,102.0,1407663414.0,886.83925
94,Prince Tavish's Crown,342.0,5,Tradable,Craftable,76,keys,85.0,1401854378.0,773.7125
95,Prince Tavish's Crown,342.0,5,Tradable,Craftable,12,keys,17.0,1400463138.0,-9.76387755102
96,Prince Tavish's Crown,342.0,5,Tradable,Craftable,71,keys,37.0,1432301103.0,-76.0
97,Prince Tavish's Crown,342.0,5,Tradable,Craftable,15,keys,32.0,1439314770.0,-152.0
98,Prince Tavish's Crown,342.0,5,Tradable,Craftable,14,keys,85.0,1449459962.0,133.77
99,Prince Tavish's Crown,342.0,5,Tradable,Craftable,11,keys,19.0,1441326095.0,0.0
100,Prince Tavish's Crown,342.0,5,Tradable,Craftable,10,keys,44.0,1449633709.0,-95.55
101,Prince Tavish's Crown,342.0,5,Tradable,Craftable,39,keys,26.0,1440511487.0,32.0
102,Prince Tavish's Crown,342.0,5,Tradable,Craftable,38,keys,55.0,1444663031.0,152.5225
103,Prince Tavish's Crown,342.0,5,Tradable,Craftable,59,keys,14.0,1420011163.0,-133.02875
104,Prince Tavish's Crown,342.0,5,Tradable,Craftable,58,keys,23.0,1422387030.0,-203.301
105,Prince Tavish's Crown,342.0,5,Tradable,Craftable,17,keys,90.0,1441326348.0,-112.0
106,Prince Tavish's Crown,342.0,5,Tradable,Craftable,16,keys,42.0,1454954506.0,0.0
107,Prince Tavish's Crown,342.0,5,Tradable,Craftable,19,keys,38.0,1439621788.0,104.0
108,Prince Tavish's Crown,342.0,5,Tradable,Craftable,18,keys,15.0,1423292451.0,-18.8875
109,Prince Tavish's Crown,342.0,5,Tradable,Craftable,31,keys,10.0,1441169163.0,-56.0
110,Prince Tavish's Crown,342.0,5,Tradable,Craftable,56,keys,18.0,1449238859.0,-66.5
111,Prince Tavish's Crown,342.0,5,Tradable,Craftable,37,keys,38.0,1441373867.0,-232.0
112,Prince Tavish's Crown,342.0,5,Tradable,Craftable,36,keys,13.0,1441253862.0,-24.0
113,Prince Tavish's Crown,342.0,5,Tradable,Craftable,35,keys,14.0,1425565222.0,-29.097
114,Prince Tavish's Crown,342.0,5,Tradable,Craftable,34,keys,14.5,1412582352.0,-17.32
115,Prince Tavish's Crown,342.0,5,Tradable,Craftable,33,keys,14.0,1442185766.0,16.0
116,Prince Tavish's Crown,342.0,5,Tradable,Craftable,74,keys,78.0,1395270127.0,603.10575
117,Prince Tavish's Crown,342.0,5,Tradable,Craftable,88,keys,30.0,1446759593.0,-209.43
118,Prince Tavish's Crown,342.0,5,Tradable,Craftable,32,keys,17.0,1412914007.0,-4.3575
119,Prince Tavish's Crown,342.0,5,Tradable,Craftable,57,keys,25.0,1441330827.0,-120.0
120,Prince Tavish's Crown,342.0,5,Tradable,Craftable,90,keys,94.0,1421690424.0,1329.6675
121,Prince Tavish's Crown,342.0,6,Tradable,Non-Craftable,0,metal,1.66,1455820868.0,-0.34
122,Prince Tavish's Crown,342.0,6,Tradable,Craftable,0,metal,2.33,1444088668.0,-0.165
123,Scarecrow,919.0,13,Tradable,Craftable,0,metal,1.66,1429496251.0,0.165
124,Scarecrow,919.0,6,Tradable,Non-Craftable,0,metal,0.66,1450631889.0,-0.115
125,Scarecrow,919.0,6,Tradable,Craftable,0,metal,1.44,1453848998.0,0.055
126,Unlocked Creepy Heavy Crate,5765.0,6,Tradable,Non-Craftable,0,keys,4.0,1444582769.0,-16.055
127,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3010,keys,48.0,1432733237.0,912.0
128,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3011,keys,200.0,1443621830.0,449.54
129,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3005,keys,120.0,1447490019.0,204.125
130,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3004,keys,100.0,1447978275.0,671.5
131,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3007,keys,51.0,1412445630.0,456.382
132,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3006,keys,85.0,1443644820.0,337.155
133,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3001,keys,155.0,1447059288.0,1288.8
134,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3003,keys,120.0,1444681215.0,674.31
135,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3009,keys,55.0,1443101715.0,883.025
136,Taunt: Flippin' Awesome,1107.0,5,Tradable,Craftable,3008,keys,42.0,1441909419.0,776.0
137,Taunt: Flippin' Awesome,1107.0,6,Tradable,Craftable,0,metal,5.33,1446811138.0,-0.33
138,Snapped Pupil,709.0,6,Tradable,Non-Craftable,0,metal,1.33,1455731769.0,-0.33
139,Snapped Pupil,709.0,6,Tradable,Craftable,0,metal,1.44,1436539782.0,0.11
140,Summer Hat,492.0,6,Tradable,Non-Craftable,0,keys,6.8,1450126382.0,-3.822
141,Summer Hat,492.0,6,Tradable,Craftable,0,keys,26.0,1427463433.0,-1.362375
142,Creature's Grin,30525.0,13,Tradable,Craftable,0,keys,3.0,1448071820.0,-2.125
143,Creature's Grin,30525.0,6,Tradable,Craftable,0,metal,7.33,1453572723.0,-0.165
144,Vive La France,30422.0,5,Tradable,Craftable,56,keys,61.0,1433869845.0,-57.165
145,Vive La France,30422.0,5,Tradable,Craftable,29,keys,44.0,1432653292.0,940.5
146,Vive La France,30422.0,5,Tradable,Craftable,62,keys,80.0,1444069213.0,192.66
147,Vive La France,30422.0,5,Tradable,Craftable,89,keys,160.0,1452630861.0,-393.6375
148,Vive La France,30422.0,5,Tradable,Craftable,67,keys,142.0,1409185060.0,1227.75625
149,Vive La France,30422.0,5,Tradable,Craftable,82,keys,165.0,1440821485.0,-360.0
150,Vive La France,30422.0,5,Tradable,Craftable,43,keys,565.0,1446672952.0,9102.15
151,Vive La France,30422.0,5,Tradable,Craftable,6,keys,55.0,1440830060.0,920.0
152,Vive La France,30422.0,5,Tradable,Craftable,9,keys,260.0,1440983666.0,-1600.0
153,Vive La France,30422.0,5,Tradable,Craftable,59,keys,41.0,1440590998.0,-88.0
154,Vive La France,30422.0,5,Tradable,Craftable,78,keys,300.0,1451023268.0,5248.5
155,Vive La France,30422.0,5,Tradable,Craftable,10,keys,300.0,1433165774.0,475.0
156,Vive La France,30422.0,5,Tradable,Craftable,12,keys,60.0,1436629375.0,1066.5
157,Vive La France,30422.0,5,Tradable,Craftable,15,keys,105.0,1429297885.0,1973.975
158,Vive La France,30422.0,5,Tradable,Craftable,58,keys,80.0,1447601579.0,-122.475
159,Vive La France,30422.0,5,Tradable,Craftable,17,keys,980.0,1455654338.0,19909.9
160,Vive La France,30422.0,5,Tradable,Craftable,16,keys,325.0,1413924622.0,621.5625
161,Vive La France,30422.0,5,Tradable,Craftable,33,keys,37.0,1445832815.0,-16.11
162,Vive La France,30422.0,5,Tradable,Craftable,32,keys,35.0,1448859163.0,-161.5
163,Vive La France,30422.0,5,Tradable,Craftable,57,keys,48.0,1449425921.0,1051.05
164,Vive La France,30422.0,5,Tradable,Craftable,30,keys,110.0,1454756073.0,73.98
165,Vive La France,30422.0,5,Tradable,Craftable,36,keys,37.0,1450333536.0,-85.995
166,Vive La France,30422.0,5,Tradable,Craftable,35,keys,32.0,1440560380.0,576.0
167,Vive La France,30422.0,5,Tradable,Craftable,34,keys,37.0,1437633056.0,-165.585
168,Vive La France,30422.0,5,Tradable,Craftable,88,keys,75.0,1454692802.0,-638.0775
169,Vive La France,30422.0,5,Tradable,Craftable,90,keys,195.0,1443642386.0,-1139.905
170,Vive La France,30422.0,6,Tradable,Craftable,0,metal,2.33,1414174838.0,-0.165
171,Grease Monkey,30223.0,13,Tradable,Craftable,0,metal,3.66,1453940303.0,-0.17
172,Grease Monkey,30223.0,6,Tradable,Craftable,0,metal,1.33,1415798869.0,0.11
173,Stealthy Scarf,30603.0,11,Tradable,Craftable,0,metal,15.0,1441806800.0,6.0
174,Stealthy Scarf,30603.0,6,Tradable,Craftable,0,metal,6.0,1453860130.0,1.67
175,Pile of Summer Cooler Key Gifts,5658.0,6,Tradable,Non-Craftable,0,keys,22.0,1445030004.0,-32.11
176,Counterfeit Billycock,602.0,5,Tradable,Craftable,30,keys,12.0,1445902064.0,-52.2
177,Counterfeit Billycock,602.0,5,Tradable,Craftable,29,keys,10.0,1441214394.0,0.0
178,Counterfeit Billycock,602.0,5,Tradable,Craftable,60,keys,15.0,1444151377.0,-56.1925
179,Counterfeit Billycock,602.0,5,Tradable,Craftable,61,keys,11.0,1448587530.0,-37.32
180,Counterfeit Billycock,602.0,5,Tradable,Craftable,62,keys,18.0,1430066104.0,-229.5
181,Counterfeit Billycock,602.0,5,Tradable,Craftable,63,usd,51.79,1376280682.0,0.0
182,Counterfeit Billycock,602.0,5,Tradable,Craftable,66,keys,24.0,1452540453.0,419.88
183,Counterfeit Billycock,602.0,5,Tradable,Craftable,68,keys,17.0,1411831322.0,-2.3395255102
184,Counterfeit Billycock,602.0,5,Tradable,Craftable,69,keys,33.0,1445399021.0,-104.3575
185,Counterfeit Billycock,602.0,5,Tradable,Craftable,81,keys,30.0,1433638456.0,571.65
186,Counterfeit Billycock,602.0,5,Tradable,Craftable,84,keys,25.0,1448130036.0,-153.0
187,Counterfeit Billycock,602.0,5,Tradable,Craftable,46,keys,82.0,1413418765.0,-138.267857143
188,Counterfeit Billycock,602.0,5,Tradable,Craftable,47,keys,40.0,1430048666.0,-340.0
189,Counterfeit Billycock,602.0,5,Tradable,Craftable,44,keys,34.0,1437505668.0,-7.885
190,Counterfeit Billycock,602.0,5,Tradable,Craftable,45,keys,65.0,1438797915.0,-127.52
191,Counterfeit Billycock,602.0,5,Tradable,Craftable,43,usd,182.32,1359052849.0,262.437
192,Counterfeit Billycock,602.0,5,Tradable,Craftable,40,keys,30.0,1447651342.0,-221.0
193,Counterfeit Billycock,602.0,5,Tradable,Craftable,7,usd,33.35,1375944263.0,63.554
194,Counterfeit Billycock,602.0,5,Tradable,Craftable,6,usd,35.63,1387093836.0,1.683
195,Counterfeit Billycock,602.0,5,Tradable,Craftable,9,keys,34.0,1430066076.0,0.0
196,Counterfeit Billycock,602.0,5,Tradable,Craftable,8,keys,58.0,1420425524.0,63.60125
197,Counterfeit Billycock,602.0,5,Tradable,Craftable,13,keys,40.0,1455733479.0,-144.975
198,Counterfeit Billycock,602.0,5,Tradable,Craftable,77,keys,25.0,1446124631.0,-112.77
199,Counterfeit Billycock,602.0,5,Tradable,Craftable,76,keys,48.0,1397222455.0,396.020625
200,Counterfeit Billycock,602.0,5,Tradable,Craftable,75,keys,45.0,1455564168.0,96.65
201,Counterfeit Billycock,602.0,5,Tradable,Craftable,12,keys,9.0,1448363013.0,-18.66
202,Counterfeit Billycock,602.0,5,Tradable,Craftable,72,keys,37.0,1401321574.0,356.031
203,Counterfeit Billycock,602.0,5,Tradable,Craftable,70,keys,28.0,1445754433.0,-8.055
204,Counterfeit Billycock,602.0,5,Tradable,Craftable,15,keys,23.0,1455824183.0,-16.5766666667
205,Counterfeit Billycock,602.0,5,Tradable,Craftable,78,keys,27.0,1446651542.0,-161.1
206,Counterfeit Billycock,602.0,5,Tradable,Craftable,11,keys,17.0,1411831255.0,4.3025
207,Counterfeit Billycock,602.0,5,Tradable,Craftable,10,keys,40.0,1446651544.0,-72.495
208,Counterfeit Billycock,602.0,5,Tradable,Craftable,39,keys,22.0,1448600984.0,-186.6
209,Counterfeit Billycock,602.0,5,Tradable,Craftable,38,keys,78.0,1412812429.0,181.31875
210,Counterfeit Billycock,602.0,5,Tradable,Craftable,59,keys,14.0,1400539377.0,127.737
211,Counterfeit Billycock,602.0,5,Tradable,Craftable,58,keys,14.0,1440341817.0,-108.88
212,Counterfeit Billycock,602.0,5,Tradable,Craftable,14,keys,40.0,1454443217.0,-55.485
213,Counterfeit Billycock,602.0,5,Tradable,Craftable,16,keys,16.0,1436417475.0,-151.08
214,Counterfeit Billycock,602.0,5,Tradable,Craftable,19,keys,32.0,1415668226.0,14.0525681818
215,Counterfeit Billycock,602.0,5,Tradable,Craftable,18,usd,22.4,1346900905.0,-104.113
216,Counterfeit Billycock,602.0,5,Tradable,Craftable,31,keys,9.0,1432838311.0,-34.2083333333
217,Counterfeit Billycock,602.0,5,Tradable,Craftable,56,keys,12.0,1433876919.0,-200.0775
218,Counterfeit Billycock,602.0,5,Tradable,Craftable,37,keys,31.0,1446683675.0,-96.66
219,Counterfeit Billycock,602.0,5,Tradable,Craftable,36,keys,13.0,1400390310.0,-3.50091836735
220,Counterfeit Billycock,602.0,5,Tradable,Craftable,35,keys,13.0,1451932187.0,-52.485
221,Counterfeit Billycock,602.0,5,Tradable,Craftable,34,keys,10.0,1445704869.0,-16.11
222,Counterfeit Billycock,602.0,5,Tradable,Craftable,33,keys,13.0,1407714778.0,-12.7887244898
223,Counterfeit Billycock,602.0,5,Tradable,Craftable,32,keys,8.0,1432402097.0,-57.875
224,Counterfeit Billycock,602.0,5,Tradable,Craftable,17,keys,40.0,1448763621.0,-429.18
225,Counterfeit Billycock,602.0,5,Tradable,Craftable,57,keys,16.0,1450462262.0,-34.99
226,Counterfeit Billycock,602.0,6,Tradable,Non-Craftable,0,metal,1.44,1445187715.0,-0.39
227,Counterfeit Billycock,602.0,6,Tradable,Craftable,0,metal,1.44,1452100008.0,0.11
228,Manneater,30295.0,13,Tradable,Craftable,0,metal,3.0,1426771461.0,-0.5
229,Manneater,30295.0,6,Tradable,Craftable,0,metal,6.0,1420350217.0,-3.0
230,Virtual Viewfinder,30140.0,5,Tradable,Craftable,30,keys,140.0,1417965798.0,-115.206
231,Virtual Viewfinder,30140.0,5,Tradable,Craftable,60,keys,80.0,1445399255.0,0.0
232,Virtual Viewfinder,30140.0,5,Tradable,Craftable,61,keys,209.0,1409008277.0,-491.1025
233,Virtual Viewfinder,30140.0,5,Tradable,Craftable,62,keys,210.0,1447432599.0,-114.31
234,Virtual Viewfinder,30140.0,5,Tradable,Craftable,63,keys,320.0,1437149223.0,5598.35
235,Virtual Viewfinder,30140.0,5,Tradable,Craftable,86,keys,500.0,1427896504.0,9500.0
236,Virtual Viewfinder,30140.0,5,Tradable,Craftable,87,keys,420.0,1455293363.0,673.74
237,Virtual Viewfinder,30140.0,5,Tradable,Craftable,46,keys,770.0,1436138961.0,-6288.15
238,Virtual Viewfinder,30140.0,5,Tradable,Craftable,29,keys,120.0,1453911901.0,269.1
239,Virtual Viewfinder,30140.0,5,Tradable,Craftable,6,keys,207.0,1433166004.0,-1444.0
240,Virtual Viewfinder,30140.0,5,Tradable,Craftable,9,keys,726.0,1426244221.0,12342.0
241,Virtual Viewfinder,30140.0,5,Tradable,Craftable,8,keys,800.0,1450762471.0,13996.0
242,Virtual Viewfinder,30140.0,5,Tradable,Craftable,13,keys,3420.0,1406237151.0,3956.75
243,Virtual Viewfinder,30140.0,5,Tradable,Craftable,73,keys,575.0,1435671768.0,-7860.1875
244,Virtual Viewfinder,30140.0,5,Tradable,Craftable,72,keys,660.0,1426530383.0,374.0
245,Virtual Viewfinder,30140.0,5,Tradable,Craftable,71,keys,500.0,1435093136.0,-7622.0
246,Virtual Viewfinder,30140.0,5,Tradable,Craftable,90,keys,500.0,1452697931.0,8747.5
247,Virtual Viewfinder,30140.0,5,Tradable,Craftable,78,keys,500.0,1441758752.0,480.0
248,Virtual Viewfinder,30140.0,5,Tradable,Craftable,11,keys,300.0,1433585203.0,5716.5
249,Virtual Viewfinder,30140.0,5,Tradable,Craftable,10,keys,870.0,1449486956.0,-1891.89
250,Virtual Viewfinder,30140.0,5,Tradable,Craftable,39,keys,341.0,1427898764.0,6479.0
251,Virtual Viewfinder,30140.0,5,Tradable,Craftable,59,keys,80.0,1455143310.0,233.9375
252,Virtual Viewfinder,30140.0,5,Tradable,Craftable,58,keys,90.0,1445399281.0,-216.7425
253,Virtual Viewfinder,30140.0,5,Tradable,Craftable,14,keys,1400.0,1454596395.0,4253.85
254,Virtual Viewfinder,30140.0,5,Tradable,Craftable,19,keys,650.0,1422587121.0,1933.5225
255,Virtual Viewfinder,30140.0,5,Tradable,Craftable,18,keys,280.0,1422295266.0,4453.26
256,Virtual Viewfinder,30140.0,5,Tradable,Craftable,31,keys,80.0,1429331114.0,-1390.365
257,Virtual Viewfinder,30140.0,5,Tradable,Craftable,56,keys,100.0,1448987033.0,190.0
258,Virtual Viewfinder,30140.0,5,Tradable,Craftable,36,keys,90.0,1445705582.0,-80.55
259,Virtual Viewfinder,30140.0,5,Tradable,Craftable,35,keys,150.0,1449364880.0,-332.5
260,Virtual Viewfinder,30140.0,5,Tradable,Craftable,34,keys,91.0,1451464850.0,1600.7925
261,Virtual Viewfinder,30140.0,5,Tradable,Craftable,33,keys,100.0,1451425708.0,0.0
262,Virtual Viewfinder,30140.0,5,Tradable,Craftable,89,keys,500.0,1444539609.0,8027.5
263,Virtual Viewfinder,30140.0,5,Tradable,Craftable,88,keys,240.0,1436881145.0,-993.51
264,Virtual Viewfinder,30140.0,5,Tradable,Craftable,17,keys,1400.0,1433496411.0,3811.0
265,Virtual Viewfinder,30140.0,5,Tradable,Craftable,57,keys,96.0,1428487734.0,-2830.0
266,Virtual Viewfinder,30140.0,14,Tradable,Craftable,0,keys,290.0,1434365514.0,1200.465
267,Virtual Viewfinder,30140.0,6,Tradable,Craftable,0,metal,3.33,1452456177.0,0.33
268,Festive Grenade Launcher,1007.0,11,Tradable,Craftable,0,keys,3.6,1444835067.0,1.204125
269,Festive Grenade Launcher,1007.0,6,Tradable,Craftable,0,metal,4.0,1455329431.0,-0.275
270,Smissmas Caribou,1076.0,6,Tradable,Craftable,0,keys,40.0,1452345274.0,-43.7375
271,Sack Fulla Smissmas,1075.0,6,Tradable,Craftable,0,keys,1.0,1448932211.0,4.0
272,Rust Botkiller Medi Gun Mk.I,885.0,11,Tradable,Craftable,0,metal,2.66,1455820067.0,-0.11
273,Pain Train,154.0,11,Tradable,Craftable,0,metal,0.44,1455117215.0,-0.055
274,Pain Train,154.0,3,Tradable,Craftable,0,metal,0.66,1447456269.0,0.22
